coddoc,edad,estciv,educacion,mora,balance,vivienda,prestamo,dia,duracion,campana,pdias,previo
CODDOC3047,43,married,primaria,no,232,no,si,15,45,1,-1,0
CODDOC3049,35,single,secundaria,no,414,si,no,20,11,5,319,2
CODDOC3050,25,single,terciario,no,1433,si,no,15,520,1,-1,0
CODDOC3053,40,married,secundaria,no,4610,no,no,14,154,2,-1,0
CODDOC3054,46,married,primaria,no,1429,si,no,14,91,1,-1,0
CODDOC3055,30,single,secundaria,no,334,no,no,29,389,2,-1,0
CODDOC3056,47,married,secundaria,no,2,no,si,21,71,15,-1,0
CODDOC3057,23,single,secundaria,no,500,si,no,4,111,3,-1,0
CODDOC3058,29,married,terciario,no,43,si,no,20,68,2,-1,0
CODDOC3062,55,married,secundaria,no,168,no,no,19,79,2,-1,0
CODDOC3063,43,married,terciario,no,210,no,no,29,646,2,-1,0
CODDOC3065,43,single,terciario,no,1696,si,no,26,257,1,474,3
CODDOC3066,55,married,secundaria,no,-31,no,si,13,81,2,-1,0
CODDOC3068,34,single,terciario,no,318,si,no,9,133,2,-1,0
CODDOC3070,39,married,primaria,no,800,si,no,19,76,6,-1,0
CODDOC3071,39,single,desconocido,no,75,no,no,6,26,1,-1,0
CODDOC3073,55,married,terciario,no,2366,si,si,30,94,4,-1,0
CODDOC3074,67,married,terciario,no,701,no,no,6,254,2,-1,0
CODDOC3075,34,married,terciario,no,475,si,si,9,1156,1,-1,0
CODDOC3077,33,married,primaria,no,925,no,no,20,884,3,-1,0
CODDOC3078,45,married,secundaria,no,128,no,si,18,275,2,-1,0
CODDOC3082,52,divorced,secundaria,no,280,no,no,14,393,5,-1,0
CODDOC3083,53,married,primaria,no,1868,no,no,8,156,4,-1,0
CODDOC3084,41,married,primaria,no,819,no,no,9,244,3,-1,0
CODDOC3087,32,married,secundaria,no,736,si,no,23,700,3,-1,0
CODDOC3089,31,single,secundaria,no,2544,no,no,15,252,1,184,3
CODDOC3090,53,married,secundaria,no,427,no,si,14,360,4,-1,0
CODDOC3092,38,married,secundaria,no,376,si,no,7,1521,1,-1,0
CODDOC3100,37,married,secundaria,si,0,no,no,18,236,1,-1,0
CODDOC3101,66,married,primaria,no,747,no,no,28,203,3,93,1
CODDOC3102,44,married,primaria,no,2657,si,no,20,202,2,-1,0
CODDOC3103,61,married,secundaria,no,313,no,si,3,42,1,-1,0
CODDOC3104,34,married,secundaria,no,61,no,si,5,21,1,-1,0
CODDOC3105,33,single,secundaria,no,2557,si,no,18,186,1,-1,0
CODDOC3106,30,divorced,secundaria,no,0,si,no,13,172,1,-1,0
CODDOC3107,27,divorced,secundaria,no,10,si,no,22,527,1,-1,0
CODDOC3109,38,married,primaria,no,1679,si,no,20,21,18,-1,0
CODDOC3110,35,single,terciario,no,0,no,si,14,370,4,-1,0
CODDOC3111,50,married,secundaria,no,841,si,no,29,54,2,-1,0
CODDOC3112,39,married,secundaria,no,0,si,no,27,63,3,-1,0
CODDOC3113,35,married,secundaria,no,1160,si,no,27,116,3,-1,0
CODDOC3117,39,married,secundaria,no,235,no,no,9,217,1,-1,0
CODDOC3122,53,married,terciario,no,12,no,no,27,345,10,-1,0
CODDOC3123,57,married,primaria,no,318,si,no,27,206,2,-1,0
CODDOC3125,56,married,terciario,no,334,si,no,15,127,2,-1,0
CODDOC3131,57,married,secundaria,no,0,no,no,19,97,1,-1,0
CODDOC3133,53,married,terciario,no,451,si,no,2,125,1,249,2
CODDOC3135,47,divorced,secundaria,no,8515,si,no,20,14,7,112,4
CODDOC3136,48,married,terciario,no,1808,si,no,26,245,1,-1,0
CODDOC3139,36,married,terciario,no,23,no,no,26,133,11,-1,0
CODDOC3141,61,married,primaria,no,1060,si,no,13,118,1,-1,0
CODDOC3143,35,single,primaria,no,1147,si,si,7,29,1,-1,0
CODDOC3144,54,married,secundaria,no,-630,no,no,23,173,1,-1,0
CODDOC3145,31,married,terciario,no,459,no,no,28,13,14,-1,0
CODDOC3146,45,divorced,secundaria,no,976,si,no,17,183,1,338,2
CODDOC3147,32,married,terciario,no,357,si,no,18,175,2,-1,0
CODDOC3151,53,married,secundaria,no,9146,no,no,13,136,4,-1,0
CODDOC3153,47,married,primaria,no,0,no,no,10,1225,2,-1,0
CODDOC3154,46,married,primaria,no,328,si,no,21,526,8,-1,0
CODDOC3156,55,single,terciario,no,-703,si,no,8,123,3,-1,0
CODDOC3157,23,single,secundaria,no,589,si,no,6,62,1,-1,0
CODDOC3162,24,married,secundaria,no,556,si,no,18,460,2,-1,0
CODDOC3164,31,single,secundaria,no,373,no,no,22,346,5,-1,0
CODDOC3168,50,married,secundaria,no,806,si,si,7,141,8,297,2
CODDOC3171,39,married,secundaria,no,285,si,si,6,209,1,-1,0
CODDOC3172,28,single,primaria,no,1199,si,no,30,1011,20,-1,0
CODDOC3174,33,single,terciario,no,137,no,no,25,88,4,-1,0
CODDOC3176,38,divorced,secundaria,no,156,si,no,17,544,3,-1,0
CODDOC3178,32,single,terciario,no,11797,si,no,11,95,2,-1,0
CODDOC3179,35,married,secundaria,no,786,no,si,25,322,1,-1,0
CODDOC3180,58,married,primaria,no,4015,no,no,20,106,3,-1,0
CODDOC3181,30,married,secundaria,no,0,si,no,9,20,1,-1,0
CODDOC3183,36,married,secundaria,no,1554,si,no,12,325,4,-1,0
CODDOC3184,32,married,secundaria,no,132,si,si,19,343,2,-1,0
CODDOC3185,34,single,terciario,no,5086,no,no,25,213,4,-1,0
CODDOC3186,42,married,secundaria,no,529,si,si,19,193,3,-1,0
CODDOC3187,41,married,terciario,no,4824,no,si,18,168,7,-1,0
CODDOC3188,63,married,secundaria,no,474,no,no,25,423,1,-1,0
CODDOC3189,38,divorced,terciario,no,86,si,no,6,218,1,-1,0
CODDOC3193,37,married,terciario,no,6968,no,no,1,175,1,-1,0
CODDOC3196,33,married,primaria,no,6904,no,no,20,114,2,-1,0
CODDOC3197,46,married,terciario,no,137,si,si,5,246,1,-1,0
CODDOC3203,79,married,primaria,no,8556,no,no,18,326,2,272,2
CODDOC3204,32,married,secundaria,no,3514,si,no,20,226,2,-1,0
CODDOC3207,60,married,primaria,no,0,no,si,22,124,1,-1,0
CODDOC3212,37,married,secundaria,no,2707,si,no,16,109,1,-1,0
CODDOC3218,34,married,secundaria,no,50,no,no,11,106,3,-1,0
CODDOC3221,34,married,secundaria,no,470,si,si,20,217,1,-1,0
CODDOC3224,31,married,terciario,no,0,no,no,14,298,1,-1,0
CODDOC3227,34,married,terciario,no,1518,si,no,20,128,2,-1,0
CODDOC3229,39,single,terciario,si,-401,si,no,19,274,4,-1,0
CODDOC3230,41,married,primaria,no,5310,si,no,17,984,1,-1,0
CODDOC3232,29,married,secundaria,no,22171,si,no,18,44,1,355,3
CODDOC3234,19,single,desconocido,no,1169,no,no,6,463,18,-1,0
CODDOC3235,39,single,terciario,no,3797,no,no,2,96,2,-1,0
CODDOC3236,32,single,secundaria,no,53,si,no,18,276,1,195,1
CODDOC3237,43,married,primaria,no,2519,si,no,16,257,2,146,9
CODDOC3238,32,married,primaria,no,795,no,no,8,131,3,-1,0
CODDOC3239,53,divorced,secundaria,no,0,si,si,30,586,2,-1,0
CODDOC3240,52,married,secundaria,no,2087,si,no,31,267,1,474,1
CODDOC3243,27,single,secundaria,no,15,si,no,25,67,3,-1,0
CODDOC3244,27,single,terciario,no,390,no,no,28,190,1,82,1
CODDOC3246,39,single,terciario,no,2600,si,no,17,77,1,-1,0
CODDOC3250,58,married,primaria,no,435,si,no,28,122,6,-1,0
CODDOC3251,54,married,terciario,no,876,no,no,27,269,3,541,3
CODDOC3252,60,married,secundaria,no,1801,no,no,29,167,1,-1,0
CODDOC3253,38,married,terciario,no,2278,si,si,13,244,1,-1,0
CODDOC3254,39,married,desconocido,no,157,si,no,30,99,6,-1,0
CODDOC3255,40,married,secundaria,no,1327,si,si,26,76,2,-1,0
CODDOC3260,52,married,secundaria,no,428,si,no,30,153,1,-1,0
CODDOC3262,32,married,primaria,no,66,no,no,19,244,1,-1,0
CODDOC3263,58,divorced,secundaria,no,314,no,no,25,67,2,-1,0
CODDOC3264,35,married,terciario,no,24,si,no,8,169,1,231,2
CODDOC3265,36,single,terciario,no,613,no,no,7,86,2,-1,0
CODDOC3266,55,married,secundaria,no,1467,no,si,29,277,2,-1,0
CODDOC3267,45,married,secundaria,no,192,si,no,13,154,5,176,1
CODDOC3268,49,married,secundaria,no,321,no,no,9,135,3,-1,0
CODDOC3269,44,married,secundaria,no,788,si,no,17,392,1,-1,0
CODDOC3270,37,divorced,secundaria,no,48,si,no,8,133,2,-1,0
CODDOC3271,35,married,secundaria,no,262,no,no,2,96,2,109,4
CODDOC3273,44,single,secundaria,no,5045,si,no,21,20,6,175,15
CODDOC3274,32,single,terciario,no,3014,si,no,7,291,2,-1,0
CODDOC3277,35,married,terciario,no,2723,si,si,8,275,4,-1,0
CODDOC3278,44,married,secundaria,no,576,si,no,8,128,3,-1,0
CODDOC3279,59,married,primaria,no,0,no,no,19,207,2,153,1
CODDOC3281,60,married,desconocido,no,104,si,no,5,22,1,-1,0
CODDOC3282,33,single,secundaria,no,1279,si,no,18,239,2,349,3
CODDOC3283,45,married,secundaria,no,295,si,no,23,92,1,-1,0
CODDOC3286,36,married,terciario,no,1477,no,no,7,71,2,-1,0
CODDOC3288,30,single,secundaria,no,127,si,no,18,16,6,368,1
CODDOC3290,58,married,terciario,no,16264,no,no,17,215,3,-1,0
CODDOC3292,48,married,terciario,no,9207,no,no,18,445,3,-1,0
CODDOC3294,59,divorced,primaria,no,133,si,no,9,206,1,-1,0
CODDOC3297,58,married,secundaria,no,590,no,si,5,133,1,-1,0
CODDOC3298,28,single,terciario,no,442,no,no,19,474,3,95,3
CODDOC3302,60,married,terciario,no,4256,si,no,16,239,3,761,1
CODDOC3303,33,divorced,terciario,no,0,si,si,19,275,8,-1,0
CODDOC3305,64,married,terciario,no,846,no,no,11,671,1,181,3
CODDOC3308,28,single,secundaria,no,0,si,no,15,133,3,-1,0
CODDOC3309,49,married,secundaria,no,362,si,no,4,84,2,-1,0
CODDOC3312,87,married,primaria,no,230,no,no,30,144,1,-1,0
CODDOC3313,37,divorced,secundaria,no,1287,si,no,14,432,1,-1,0
CODDOC3321,48,single,secundaria,no,290,si,no,21,257,2,-1,0
CODDOC3326,28,single,secundaria,no,416,si,no,13,452,2,-1,0
CODDOC3332,53,married,desconocido,no,2240,si,no,2,282,2,385,1
CODDOC3334,33,married,secundaria,no,0,si,no,17,1448,7,-1,0
CODDOC3336,29,married,secundaria,no,228,si,no,11,12,8,342,9
CODDOC3337,37,married,secundaria,no,215,si,no,6,61,1,-1,0
CODDOC3338,58,married,primaria,no,23,si,no,20,91,6,-1,0
CODDOC3344,40,married,secundaria,no,-378,si,si,13,541,1,295,6
CODDOC3345,30,single,primaria,no,395,no,no,21,429,1,-1,0
CODDOC3346,31,divorced,secundaria,no,10787,si,no,4,135,2,-1,0
CODDOC3348,36,married,terciario,no,340,si,no,20,68,2,-1,0
CODDOC3349,31,single,secundaria,no,1882,no,no,7,529,2,-1,0
CODDOC3350,26,married,terciario,no,265,no,no,30,650,2,-1,0
CODDOC3356,49,married,primaria,no,937,si,no,12,66,1,-1,0
CODDOC3358,53,married,primaria,no,25,si,no,6,266,3,-1,0
CODDOC3360,25,single,secundaria,no,34,no,si,4,316,1,-1,0
CODDOC3361,79,married,primaria,no,429,no,no,8,1006,2,-1,0
CODDOC3364,33,married,secundaria,no,467,si,no,21,494,2,-1,0
CODDOC3366,34,married,secundaria,no,1847,si,no,9,543,3,321,6
CODDOC3369,57,divorced,secundaria,no,4664,no,no,21,22,4,114,1
CODDOC3372,49,married,terciario,no,-471,si,no,20,77,3,185,7
CODDOC3373,32,single,terciario,no,1160,si,si,11,450,2,-1,0
CODDOC3375,33,married,secundaria,no,26,si,no,17,342,3,332,1
CODDOC3377,42,single,secundaria,no,382,si,no,13,294,1,-1,0
CODDOC3379,34,married,secundaria,no,0,si,no,13,172,1,-1,0
CODDOC3381,33,single,secundaria,no,142,si,no,14,123,1,360,3
CODDOC3382,34,married,secundaria,no,645,si,no,19,420,1,-1,0
CODDOC3383,37,married,desconocido,no,897,si,no,13,119,2,280,2
CODDOC3385,35,single,secundaria,no,847,si,no,11,85,2,-1,0
CODDOC3387,32,married,secundaria,no,517,si,no,5,528,1,-1,0
CODDOC3390,46,divorced,secundaria,no,361,si,no,19,86,7,-1,0
CODDOC3395,46,married,secundaria,no,4,no,no,30,268,1,261,5
CODDOC3397,36,married,secundaria,no,465,si,no,20,160,1,-1,0
CODDOC3398,36,married,secundaria,no,998,si,no,14,1044,2,-1,0
CODDOC3400,46,married,terciario,no,1285,si,no,27,89,1,-1,0
CODDOC3402,32,single,terciario,no,336,si,no,8,139,1,-1,0
CODDOC3403,32,single,terciario,no,131,no,no,3,267,3,-1,0
CODDOC3404,43,married,terciario,no,348,no,si,15,88,3,-1,0
CODDOC3405,25,single,terciario,no,453,si,no,17,134,1,-1,0
CODDOC3406,55,married,secundaria,no,1102,si,no,15,126,2,-1,0
CODDOC3407,24,single,secundaria,no,926,si,si,15,191,1,-1,0
CODDOC3408,40,divorced,terciario,no,502,si,no,3,267,4,270,3
CODDOC3409,38,single,terciario,no,8669,si,no,20,5,3,150,6
CODDOC3411,36,married,terciario,no,9324,si,no,30,138,8,-1,0
CODDOC3415,38,single,secundaria,no,173,no,no,29,150,4,-1,0
CODDOC3418,55,divorced,terciario,no,1983,si,no,19,123,1,-1,0
CODDOC3420,60,married,secundaria,no,2552,no,si,30,255,2,2,4
CODDOC3421,36,single,terciario,no,1283,no,no,18,92,5,-1,0
CODDOC3423,39,married,terciario,no,1047,no,no,6,554,1,-1,0
CODDOC3424,52,married,primaria,no,36,no,no,13,109,2,-1,0
CODDOC3426,26,single,terciario,no,1177,no,no,19,116,1,-1,0
CODDOC3427,40,married,primaria,no,2077,si,no,13,363,1,173,24
CODDOC3428,52,married,secundaria,no,0,no,no,7,82,2,-1,0
CODDOC3431,30,single,terciario,no,1922,si,no,18,546,1,-1,0
CODDOC3432,28,single,secundaria,no,153,no,no,23,1124,2,-1,0
CODDOC3434,58,married,secundaria,no,139,no,no,27,188,1,161,2
CODDOC3440,34,married,secundaria,no,5320,no,no,3,114,6,467,5
CODDOC3442,31,married,secundaria,no,0,si,si,18,79,3,-1,0
CODDOC3445,42,divorced,secundaria,no,2974,si,no,21,187,5,-1,0
CODDOC3447,38,married,secundaria,no,8876,no,no,2,280,1,75,1
CODDOC3449,59,divorced,secundaria,no,319,no,no,24,129,1,-1,0
CODDOC3450,28,single,secundaria,no,304,no,no,14,516,1,-1,0
CODDOC3452,50,single,primaria,no,766,no,no,17,174,2,-1,0
CODDOC3456,33,divorced,secundaria,si,-305,no,si,9,109,1,-1,0
CODDOC3458,30,single,terciario,no,6164,si,no,27,152,11,-1,0
CODDOC3461,24,married,secundaria,si,110,si,no,23,27,1,-1,0
CODDOC3463,34,married,secundaria,no,360,si,no,19,46,1,182,2
CODDOC3464,52,married,secundaria,no,199,no,no,28,978,2,189,1
CODDOC3471,34,single,secundaria,no,0,si,si,16,214,1,-1,0
CODDOC3472,46,married,primaria,no,1291,si,no,14,142,3,259,17
CODDOC3476,32,single,secundaria,no,0,no,no,21,126,2,-1,0
CODDOC3479,58,married,primaria,no,320,si,no,30,171,2,-1,0
CODDOC3484,40,married,terciario,no,7780,no,no,4,364,1,355,1
CODDOC3485,30,married,secundaria,no,-559,si,si,7,98,1,167,2
CODDOC3486,25,single,terciario,no,16874,si,si,15,117,2,-1,0
CODDOC3487,58,married,primaria,no,1987,no,no,14,185,4,-1,0
CODDOC3488,39,married,desconocido,no,98,si,no,15,59,3,367,1
CODDOC3489,40,married,terciario,no,642,no,no,18,147,3,-1,0
CODDOC3496,76,married,primaria,no,2590,no,no,9,68,12,-1,0
CODDOC3497,58,single,terciario,no,331,no,si,28,82,3,-1,0
CODDOC3502,30,married,terciario,no,151,no,no,19,82,4,-1,0
CODDOC3505,48,married,terciario,no,0,no,no,26,60,5,-1,0
CODDOC3507,54,married,terciario,no,3,no,si,8,443,1,-1,0
CODDOC3512,32,single,terciario,no,28,no,no,8,111,2,-1,0
CODDOC3515,39,married,secundaria,no,270,si,no,3,116,1,-1,0
CODDOC3516,44,single,terciario,no,1206,no,no,9,160,2,-1,0
CODDOC3517,49,divorced,primaria,no,198,si,no,13,205,3,-1,0
CODDOC3520,54,married,secundaria,no,0,no,no,14,159,2,106,6
CODDOC3521,32,single,terciario,no,347,si,no,18,213,1,264,6
CODDOC3522,36,married,terciario,no,860,si,no,20,294,15,-1,0
CODDOC3523,54,married,secundaria,no,89,si,no,10,140,3,-1,0
CODDOC3529,46,divorced,terciario,no,225,si,no,14,201,1,345,1
CODDOC3531,50,married,terciario,no,112,si,no,4,70,5,85,5
CODDOC3532,44,divorced,terciario,no,0,no,no,22,54,2,-1,0
CODDOC3534,26,single,secundaria,no,179,no,no,30,103,3,-1,0
CODDOC3539,30,single,terciario,no,302,no,no,11,528,3,-1,0
CODDOC3540,28,single,secundaria,no,189,si,no,31,68,2,-1,0
CODDOC3541,58,married,primaria,no,565,no,no,7,876,1,-1,0
CODDOC3544,39,married,secundaria,no,6,si,no,18,122,3,357,4
CODDOC3547,30,single,terciario,no,6495,no,no,30,78,3,-1,0
CODDOC3550,47,married,primaria,no,292,no,si,28,210,3,-1,0
CODDOC3552,42,married,secundaria,no,2416,si,no,20,138,4,-1,0
CODDOC3555,43,married,secundaria,no,50,no,no,28,63,1,-1,0
CODDOC3556,44,married,secundaria,no,-674,si,no,5,257,1,-1,0
CODDOC3557,49,married,terciario,no,3726,no,no,5,875,2,-1,0
CODDOC3564,56,married,primaria,no,151,no,no,3,128,1,-1,0
CODDOC3565,30,single,terciario,no,-970,no,si,21,194,2,-1,0
CODDOC3569,39,divorced,secundaria,no,1022,si,no,20,20,3,-1,0
CODDOC3571,39,married,terciario,no,209,no,no,23,36,2,-1,0
CODDOC3573,55,married,secundaria,no,0,no,no,19,336,1,-1,0
CODDOC3574,43,divorced,primaria,no,328,no,si,8,192,1,-1,0
CODDOC3575,34,married,terciario,no,0,no,no,26,141,1,188,1
CODDOC3576,51,married,primaria,no,307,si,si,17,65,2,-1,0
CODDOC3577,31,married,terciario,no,1384,si,no,30,203,2,2,3
CODDOC3580,44,divorced,terciario,no,0,no,no,10,71,1,-1,0
CODDOC3581,38,married,terciario,no,6704,si,no,21,205,2,-1,0
CODDOC3587,43,married,secundaria,no,2160,no,no,8,261,1,98,1
CODDOC3591,41,married,terciario,no,1666,no,no,9,291,3,-1,0
CODDOC3592,29,married,secundaria,no,0,si,no,28,83,6,-1,0
CODDOC3595,47,married,secundaria,no,51,si,si,16,312,1,-1,0
CODDOC3597,34,married,secundaria,no,396,si,no,16,101,3,-1,0
CODDOC3598,45,married,primaria,no,4994,no,no,20,48,1,-1,0
CODDOC3599,43,married,secundaria,no,3215,si,no,21,228,3,-1,0
CODDOC3600,59,married,primaria,no,2814,no,no,20,81,3,-1,0
CODDOC3602,39,married,secundaria,no,293,si,no,23,160,3,-1,0
CODDOC3604,44,married,secundaria,no,16178,si,no,21,297,1,-1,0
CODDOC3610,55,married,terciario,no,0,si,no,14,159,2,-1,0
CODDOC3611,36,divorced,secundaria,no,-435,si,no,2,85,8,-1,0
CODDOC3612,28,single,secundaria,no,389,si,no,11,15,7,-1,0
CODDOC3615,71,divorced,terciario,no,261,no,no,12,1117,2,-1,0
CODDOC3616,31,single,secundaria,no,757,no,no,3,343,2,-1,0
CODDOC3618,42,married,secundaria,no,-422,no,no,9,31,1,-1,0
CODDOC3620,47,married,primaria,no,145,si,no,7,157,6,-1,0
CODDOC3623,31,single,terciario,no,614,no,no,11,72,4,-1,0
CODDOC3630,31,married,secundaria,no,401,no,no,14,96,3,-1,0
CODDOC3631,44,divorced,desconocido,no,759,si,no,23,397,1,-1,0
CODDOC3632,55,married,secundaria,no,4194,no,si,30,208,3,-1,0
CODDOC3634,36,married,terciario,no,629,si,si,29,109,1,246,1
CODDOC3635,54,married,secundaria,no,153,si,si,26,74,1,-1,0
CODDOC3637,36,divorced,terciario,no,1057,no,no,5,383,2,-1,0
CODDOC3640,57,married,terciario,no,929,no,no,19,387,8,-1,0
CODDOC3642,27,single,secundaria,no,268,si,no,13,528,1,358,2
CODDOC3643,52,single,terciario,no,83,no,no,26,1223,6,-1,0
CODDOC3644,45,divorced,desconocido,no,998,si,no,30,38,2,-1,0
CODDOC3645,58,single,secundaria,no,2223,no,no,4,1139,2,114,1
CODDOC3646,39,single,primaria,no,6,si,no,19,286,2,-1,0
CODDOC3649,31,single,secundaria,no,691,si,no,8,198,1,-1,0
CODDOC3650,41,married,terciario,no,771,si,no,26,106,8,-1,0
CODDOC3651,30,single,secundaria,no,192,no,no,22,423,1,-1,0
CODDOC3653,29,single,secundaria,no,1070,si,no,19,30,1,357,1
CODDOC3659,26,single,secundaria,no,1347,no,no,18,280,6,92,5
CODDOC3663,26,married,secundaria,no,128,no,no,4,355,1,-1,0
CODDOC3664,37,married,secundaria,no,196,si,no,5,66,3,-1,0
CODDOC3666,26,single,secundaria,no,5533,si,no,7,582,2,283,4
CODDOC3667,32,married,secundaria,no,38,si,no,15,744,1,-1,0
CODDOC3668,30,single,terciario,si,35,no,no,30,185,4,-1,0
CODDOC3670,42,single,secundaria,no,30,si,no,4,98,1,266,3
CODDOC3671,33,single,primaria,no,92,si,no,9,127,1,-1,0
CODDOC3674,36,married,terciario,no,3057,no,no,16,2769,4,-1,0
CODDOC3675,39,single,terciario,no,0,si,no,12,561,4,369,3
CODDOC3676,33,single,terciario,no,349,no,no,22,182,1,-1,0
CODDOC3677,47,married,secundaria,no,2322,no,no,22,618,1,-1,0
CODDOC3678,49,married,secundaria,no,167,si,si,6,198,3,-1,0
CODDOC3679,46,divorced,secundaria,no,558,no,no,19,126,6,-1,0
CODDOC3681,43,divorced,secundaria,no,4094,si,no,21,63,1,-1,0
CODDOC3682,30,single,secundaria,si,239,si,no,21,412,1,-1,0
CODDOC3683,43,divorced,terciario,no,497,no,no,13,66,1,363,22
CODDOC3684,42,married,secundaria,no,179,si,no,17,96,1,-1,0
CODDOC3688,29,single,secundaria,no,770,si,no,17,341,1,-1,0
CODDOC3690,29,married,terciario,no,858,si,no,12,234,7,330,1
CODDOC3691,80,married,primaria,no,0,no,no,23,639,1,189,1
CODDOC3692,38,single,terciario,no,5244,no,no,8,310,4,-1,0
CODDOC3693,36,divorced,primaria,no,117,si,no,2,123,4,-1,0
CODDOC3695,44,married,secundaria,si,0,si,no,11,96,2,-1,0
CODDOC3697,31,single,secundaria,no,31,si,si,26,501,2,-1,0
CODDOC3698,57,divorced,primaria,no,179,si,no,15,67,1,368,2
CODDOC3699,37,married,primaria,no,543,si,no,21,281,1,-1,0
CODDOC3702,51,married,terciario,no,5108,si,no,8,272,1,102,8
CODDOC3703,48,married,secundaria,no,1738,si,no,15,349,1,-1,0
CODDOC3706,43,married,terciario,no,489,si,no,8,130,1,172,2
CODDOC3708,49,single,secundaria,no,-97,si,no,6,92,2,-1,0
CODDOC3711,34,married,terciario,no,263,no,no,4,203,1,78,8
CODDOC3714,32,married,secundaria,no,119,no,no,4,20,5,-1,0
CODDOC3716,51,married,secundaria,no,2967,no,no,17,83,2,-1,0
CODDOC3717,57,divorced,secundaria,no,-331,si,no,6,531,1,-1,0
CODDOC3718,59,married,terciario,no,1585,no,no,28,91,5,-1,0
CODDOC3721,51,married,secundaria,no,3180,si,no,9,384,1,-1,0
CODDOC3723,29,married,secundaria,no,-76,si,no,27,305,2,-1,0
CODDOC3725,37,divorced,secundaria,no,1040,si,no,13,199,1,173,2
CODDOC3726,49,married,primaria,no,-384,si,no,27,25,1,-1,0
CODDOC3727,45,married,desconocido,no,473,si,no,27,147,1,-1,0
CODDOC3728,34,single,secundaria,no,475,si,no,29,538,8,-1,0
CODDOC3729,53,married,secundaria,no,0,no,no,22,77,9,-1,0
CODDOC3731,43,married,secundaria,no,3285,si,no,13,1721,2,-1,0
CODDOC3733,34,single,secundaria,no,79,no,si,20,104,1,-1,0
CODDOC3734,34,divorced,terciario,no,674,si,no,7,587,2,-1,0
CODDOC3735,27,married,secundaria,no,0,si,no,22,1608,13,-1,0
CODDOC3737,41,married,terciario,no,532,si,no,9,74,1,-1,0
CODDOC3738,72,married,secundaria,no,4130,no,no,12,427,1,-1,0
CODDOC3743,37,married,terciario,no,137,no,no,13,244,6,-1,0
CODDOC3749,35,married,terciario,no,2793,no,no,20,258,2,-1,0
CODDOC3750,37,married,terciario,no,410,no,no,29,337,2,-1,0
CODDOC3752,39,married,secundaria,no,116,no,no,24,79,2,94,2
CODDOC3753,47,married,secundaria,no,0,si,no,9,250,1,-1,0
CODDOC3754,44,married,secundaria,no,878,si,no,2,130,1,-1,0
CODDOC3756,33,single,secundaria,no,3975,si,si,17,515,1,150,1
CODDOC3757,42,married,secundaria,no,96,si,no,5,238,3,340,2
CODDOC3761,46,married,terciario,no,0,no,no,7,70,2,-1,0
CODDOC3762,41,single,secundaria,no,400,si,no,4,99,6,-1,0
CODDOC3763,58,married,secundaria,no,7495,si,no,13,325,1,-1,0
CODDOC3764,33,married,secundaria,no,137,no,si,18,305,12,-1,0
CODDOC3765,31,married,secundaria,no,24,si,no,19,631,1,-1,0
CODDOC3767,38,single,secundaria,no,311,si,no,28,61,2,-1,0
CODDOC3770,51,married,primaria,no,492,si,no,20,142,3,-1,0
CODDOC3773,47,single,terciario,no,440,no,no,21,71,4,-1,0
CODDOC3775,34,married,secundaria,no,1298,si,no,20,120,1,-1,0
CODDOC3777,36,divorced,secundaria,no,-11,no,no,5,152,2,-1,0
CODDOC3780,36,married,secundaria,no,1409,no,no,17,235,2,-1,0
CODDOC3781,26,single,terciario,no,170,no,no,15,129,1,-1,0
CODDOC3782,58,married,primaria,no,2769,si,no,11,94,2,-1,0
CODDOC3783,50,married,secundaria,no,2320,si,no,7,310,1,-1,0
CODDOC3784,61,married,secundaria,no,76,si,no,15,195,7,-1,0
CODDOC3785,28,single,secundaria,no,2034,si,no,21,196,1,-1,0
CODDOC3786,49,single,primaria,no,3018,si,no,15,93,1,-1,0
CODDOC3788,53,married,secundaria,no,483,si,no,3,288,3,-1,0
CODDOC3789,46,married,secundaria,no,390,si,no,31,208,2,-1,0
CODDOC3791,42,single,primaria,no,92,no,no,30,86,2,-1,0
CODDOC3793,42,married,secundaria,no,2,no,no,29,249,2,-1,0
CODDOC3796,39,married,secundaria,no,5731,si,no,20,175,2,-1,0
CODDOC3799,38,single,terciario,no,0,no,no,24,164,1,-1,0
CODDOC3802,48,married,secundaria,no,7020,no,no,6,80,2,-1,0
CODDOC3805,40,single,secundaria,no,1670,si,no,18,161,2,-1,0
CODDOC3808,46,married,primaria,no,276,si,si,6,157,2,-1,0
CODDOC3809,25,single,secundaria,no,2157,si,no,21,339,1,-1,0
CODDOC3810,52,married,secundaria,no,161,si,no,13,274,2,-1,0
CODDOC3812,26,divorced,terciario,si,-402,no,si,12,127,2,-1,0
CODDOC3814,35,single,secundaria,no,1732,no,no,21,1441,3,-1,0
CODDOC3816,31,married,terciario,no,623,si,no,13,96,2,349,5
CODDOC3817,32,married,secundaria,no,3540,si,no,18,213,1,178,1
CODDOC3818,33,married,secundaria,no,95,si,no,30,335,1,-1,0
CODDOC3821,28,single,terciario,no,5549,no,no,28,383,6,-1,0
CODDOC3822,31,married,secundaria,no,191,si,no,2,40,1,-1,0
CODDOC3823,44,married,primaria,no,420,si,no,7,110,2,-1,0
CODDOC3824,35,married,secundaria,no,0,no,no,7,326,1,-1,0
CODDOC3825,50,divorced,desconocido,no,2706,si,no,28,179,3,-1,0
