coddoc,edad,estciv,educacion,mora,balance,vivienda,prestamo,dia,duracion,campana,pdias,previo,Adq_Ahorro
CODDOC2960,47,single,secundaria,no,33,si,no,5,298,1,-1,0,0
CODDOC2961,59,married,secundaria,no,681,si,no,14,427,2,-1,0,0
CODDOC2966,35,married,primaria,no,3587,si,no,30,148,4,-1,0,0
CODDOC2967,36,married,terciario,no,254,no,no,6,161,3,-1,0,0
CODDOC2970,47,married,terciario,no,2408,no,no,12,236,1,104,1,0
CODDOC2974,46,married,secundaria,no,556,si,si,15,646,3,-1,0,1
CODDOC2976,48,single,terciario,no,-551,si,no,11,168,2,-1,0,0
CODDOC2978,38,married,terciario,no,1514,no,si,21,160,3,120,3,0
CODDOC2981,55,divorced,secundaria,no,1580,no,si,19,1007,1,-1,0,1
CODDOC2984,53,married,secundaria,no,1278,si,no,15,174,3,-1,0,0
CODDOC2986,34,single,secundaria,no,16,no,no,13,990,1,-1,0,1
CODDOC2988,35,married,secundaria,no,128,si,no,12,136,1,-1,0,0
CODDOC2991,56,married,primaria,no,828,si,no,14,214,1,349,1,0
CODDOC2995,41,married,terciario,no,140,si,no,5,65,3,-1,0,0
CODDOC2997,38,married,secundaria,no,746,no,no,20,256,3,-1,0,0
CODDOC2998,31,married,secundaria,no,589,si,si,21,151,1,-1,0,0
CODDOC3003,27,single,secundaria,no,3354,si,no,14,493,5,-1,0,0
CODDOC3004,33,single,terciario,no,23,no,no,20,216,3,-1,0,0
CODDOC3006,60,married,secundaria,no,3735,no,no,22,190,1,188,9,1
CODDOC3009,48,married,desconocido,no,0,si,no,8,612,1,344,1,0
CODDOC3010,57,married,primaria,no,93,si,no,17,137,1,-1,0,0
CODDOC3013,36,married,secundaria,no,-11,si,no,30,172,28,-1,0,0
CODDOC3020,37,divorced,secundaria,no,2610,si,no,13,53,1,-1,0,0
CODDOC3021,25,single,secundaria,no,64,no,no,21,71,11,-1,0,0
CODDOC3024,36,single,terciario,no,1830,no,no,14,183,1,91,11,0
CODDOC3025,49,divorced,terciario,no,1904,no,si,17,131,2,-1,0,0
CODDOC3026,38,single,terciario,no,16957,si,no,29,208,1,247,2,0
CODDOC3027,39,divorced,terciario,no,26,no,no,18,311,5,-1,0,0
CODDOC3028,40,married,terciario,no,0,no,no,10,147,1,96,8,1
CODDOC3031,53,married,secundaria,no,65,no,no,28,25,18,-1,0,0
CODDOC3036,55,married,terciario,no,4809,si,no,21,223,2,186,3,0
CODDOC3037,73,married,primaria,no,279,no,no,28,399,3,-1,0,1
CODDOC3038,52,married,secundaria,no,11,si,no,13,420,1,-1,0,0
CODDOC3039,49,married,secundaria,no,2201,si,no,15,233,3,-1,0,0
CODDOC3040,63,married,primaria,no,8044,no,no,12,702,1,-1,0,0
CODDOC3041,34,married,secundaria,no,2374,si,no,9,161,1,209,2,1
CODDOC3043,49,married,terciario,no,443,no,no,8,27,6,-1,0,0
CODDOC3045,53,married,desconocido,no,7,no,no,20,68,1,-1,0,0
CODDOC3046,53,married,terciario,no,3177,no,no,8,92,2,-1,0,0
CODDOC3048,35,single,secundaria,no,81,si,no,29,79,1,-1,0,0
CODDOC3051,31,single,desconocido,no,187,no,no,17,86,1,-1,0,0
CODDOC3052,48,married,terciario,no,0,no,no,28,16,16,-1,0,0
CODDOC3059,38,married,secundaria,no,4030,si,no,19,75,2,177,5,0
CODDOC3060,56,married,primaria,no,306,no,si,8,212,1,-1,0,0
CODDOC3061,52,married,secundaria,no,0,no,no,22,91,2,275,1,0
CODDOC3064,34,married,secundaria,no,518,si,no,11,206,1,-1,0,0
CODDOC3067,34,married,secundaria,no,856,si,no,20,470,1,150,5,0
CODDOC3069,43,married,terciario,no,64,no,no,6,230,2,-1,0,0
CODDOC3072,34,single,secundaria,no,347,si,no,6,154,2,197,6,0
CODDOC3076,47,married,secundaria,no,3285,no,no,31,248,5,-1,0,0
CODDOC3079,36,married,secundaria,no,1587,si,no,28,200,2,-1,0,0
CODDOC3080,59,divorced,secundaria,no,879,si,no,26,228,1,-1,0,0
CODDOC3081,33,married,secundaria,no,478,no,no,30,475,2,-1,0,1
CODDOC3085,45,married,secundaria,no,4646,si,no,13,118,1,-1,0,0
CODDOC3086,60,single,secundaria,no,27,no,no,22,40,2,-1,0,0
CODDOC3088,28,single,terciario,no,224,si,no,2,97,3,-1,0,0
CODDOC3091,58,married,terciario,no,2764,no,no,17,235,1,-1,0,0
CODDOC3093,46,married,terciario,no,523,si,no,6,105,4,366,2,0
CODDOC3094,53,married,terciario,no,71,no,si,29,86,1,-1,0,0
CODDOC3095,56,married,secundaria,no,3948,no,no,3,484,1,135,3,0
CODDOC3096,52,single,secundaria,no,1810,no,no,19,117,1,-1,0,0
CODDOC3097,38,married,secundaria,no,994,no,no,9,119,1,-1,0,0
CODDOC3098,37,married,primaria,no,52,si,no,7,359,1,-1,0,0
CODDOC3099,37,married,primaria,no,11,no,no,30,109,8,-1,0,0
CODDOC3108,37,married,secundaria,no,658,si,no,23,175,1,-1,0,0
CODDOC3114,36,divorced,secundaria,no,-37,si,no,27,151,1,-1,0,0
CODDOC3115,28,single,secundaria,no,94,si,no,16,300,1,-1,0,0
CODDOC3116,39,married,terciario,no,585,si,no,18,48,1,181,3,0
CODDOC3118,30,single,secundaria,no,2145,si,no,18,727,2,-1,0,1
CODDOC3119,32,married,secundaria,no,1464,si,no,3,193,1,-1,0,0
CODDOC3120,28,married,secundaria,no,232,si,si,29,72,1,261,1,0
CODDOC3121,47,married,primaria,no,187,si,no,9,165,1,-1,0,0
CODDOC3124,47,married,secundaria,no,405,no,si,8,994,2,-1,0,1
CODDOC3126,38,married,primaria,no,0,si,no,2,29,32,-1,0,0
CODDOC3127,52,married,primaria,no,2,no,no,9,70,3,-1,0,0
CODDOC3128,46,married,secundaria,no,966,si,si,19,40,2,-1,0,0
CODDOC3129,57,married,primaria,si,195,no,si,30,185,4,-1,0,0
CODDOC3130,42,divorced,desconocido,no,0,no,no,7,64,2,-1,0,0
CODDOC3132,51,married,secundaria,no,260,no,no,27,316,5,-1,0,0
CODDOC3134,37,married,primaria,no,3242,si,no,21,233,1,-1,0,0
CODDOC3137,39,married,primaria,no,20,si,no,7,109,1,-1,0,0
CODDOC3138,42,married,secundaria,no,3068,si,si,11,429,2,-1,0,0
CODDOC3140,34,single,secundaria,no,1076,no,no,8,70,2,-1,0,0
CODDOC3142,32,single,secundaria,no,678,si,no,4,1579,1,246,4,1
CODDOC3148,52,married,secundaria,no,-9,no,no,9,123,1,-1,0,0
CODDOC3149,36,single,secundaria,no,1927,si,no,18,288,1,137,1,0
CODDOC3150,31,married,secundaria,no,500,si,no,6,19,18,-1,0,0
CODDOC3152,43,married,secundaria,no,59,no,no,13,437,2,-1,0,0
CODDOC3155,34,divorced,secundaria,no,291,no,no,7,91,2,-1,0,0
CODDOC3158,75,married,secundaria,no,6053,no,no,11,865,2,190,1,0
CODDOC3159,58,married,secundaria,no,1142,no,no,4,82,3,-1,0,0
CODDOC3160,35,married,secundaria,no,725,si,no,20,219,7,133,1,0
CODDOC3161,27,married,terciario,no,802,no,no,22,569,1,-1,0,1
CODDOC3163,48,married,secundaria,no,191,si,no,5,238,3,-1,0,0
CODDOC3165,57,married,secundaria,no,6164,no,no,19,161,2,-1,0,0
CODDOC3166,53,married,terciario,no,37,no,no,28,51,9,-1,0,0
CODDOC3167,42,married,primaria,no,1156,si,no,20,37,1,-1,0,0
CODDOC3169,59,married,secundaria,no,2381,no,no,30,173,2,-1,0,0
CODDOC3170,38,married,secundaria,no,-314,si,no,28,66,2,-1,0,0
CODDOC3173,55,divorced,terciario,no,481,si,no,8,147,2,298,3,0
CODDOC3175,36,single,secundaria,no,168,si,no,12,52,1,-1,0,0
CODDOC3177,28,single,secundaria,no,4745,no,no,12,360,1,181,5,1
CODDOC3182,33,married,secundaria,no,331,si,no,14,178,7,365,5,0
CODDOC3190,54,married,primaria,no,2281,si,no,20,158,1,-1,0,0
CODDOC3191,39,married,secundaria,no,186,si,no,17,433,1,-1,0,0
CODDOC3192,46,married,secundaria,no,137,no,no,20,252,3,-1,0,0
CODDOC3194,76,divorced,primaria,no,86,no,no,12,192,1,-1,0,0
CODDOC3195,28,single,desconocido,no,81,no,si,8,158,1,-1,0,0
CODDOC3198,30,single,secundaria,no,25,no,no,30,44,1,-1,0,0
CODDOC3199,60,married,terciario,no,759,no,no,14,136,2,-1,0,0
CODDOC3200,56,married,terciario,no,1922,si,no,24,247,2,-1,0,0
CODDOC3201,24,single,desconocido,no,3298,si,no,28,227,1,-1,0,0
CODDOC3202,58,married,secundaria,no,764,no,no,12,219,4,-1,0,0
CODDOC3205,33,married,primaria,no,0,si,no,18,351,2,-1,0,0
CODDOC3206,77,married,primaria,no,680,no,no,27,341,4,94,3,0
CODDOC3208,54,married,terciario,no,2819,no,no,7,123,3,-1,0,0
CODDOC3209,30,married,primaria,no,-518,si,si,28,244,6,-1,0,0
CODDOC3210,50,married,secundaria,no,60,no,si,27,151,8,-1,0,0
CODDOC3211,50,married,secundaria,no,732,no,no,7,736,7,-1,0,0
CODDOC3213,41,married,terciario,no,177,si,no,11,117,2,-1,0,0
CODDOC3214,49,married,secundaria,no,13229,no,si,8,77,2,-1,0,0
CODDOC3215,41,married,primaria,no,-204,si,si,6,42,1,-1,0,0
CODDOC3216,40,married,secundaria,no,990,si,no,6,252,3,-1,0,0
CODDOC3217,38,married,secundaria,no,648,si,no,3,179,1,-1,0,0
CODDOC3219,49,married,secundaria,no,1916,no,si,14,281,3,-1,0,0
CODDOC3220,72,married,primaria,no,763,no,no,24,384,2,-1,0,1
CODDOC3222,31,married,secundaria,no,0,no,si,19,144,4,-1,0,0
CODDOC3223,33,single,secundaria,no,5739,si,si,21,374,1,-1,0,0
CODDOC3225,55,married,terciario,no,-375,no,no,30,814,2,-1,0,1
CODDOC3226,25,married,secundaria,no,157,si,no,28,33,31,-1,0,0
CODDOC3228,53,married,terciario,no,1343,no,no,5,129,4,-1,0,0
CODDOC3231,32,single,secundaria,no,2285,si,no,14,413,2,-1,0,0
CODDOC3233,56,married,terciario,no,856,si,si,4,70,4,7,7,0
CODDOC3241,43,single,secundaria,no,34,no,no,30,29,1,-1,0,0
CODDOC3242,48,married,secundaria,no,5,no,no,9,65,6,-1,0,0
CODDOC3245,51,married,desconocido,no,712,no,no,13,287,2,-1,0,0
CODDOC3247,33,married,secundaria,no,-241,si,si,27,169,1,-1,0,0
CODDOC3248,50,divorced,primaria,no,1545,si,no,20,25,1,-1,0,0
CODDOC3249,59,divorced,secundaria,no,1026,no,no,5,669,1,-1,0,1
CODDOC3256,55,married,primaria,no,284,no,si,14,252,4,-1,0,0
CODDOC3257,36,married,terciario,no,495,no,no,12,213,3,182,6,1
CODDOC3258,31,single,secundaria,no,1588,si,no,3,14,1,-1,0,0
CODDOC3259,38,married,secundaria,no,0,si,no,28,121,2,-1,0,0
CODDOC3261,45,married,primaria,no,542,no,no,11,8,5,350,3,0
CODDOC3272,36,married,secundaria,no,4438,si,no,20,446,1,-1,0,1
CODDOC3275,56,married,terciario,no,21664,no,no,17,214,8,-1,0,0
CODDOC3276,32,married,terciario,no,5878,no,no,19,159,2,-1,0,0
CODDOC3280,31,single,terciario,no,2197,si,no,23,146,3,-1,0,0
CODDOC3284,45,married,primaria,no,2128,si,no,19,149,4,-1,0,0
CODDOC3285,57,married,secundaria,no,367,no,no,16,107,2,-1,0,0
CODDOC3287,30,single,primaria,no,71,si,no,19,122,6,-1,0,0
CODDOC3289,59,divorced,secundaria,no,2921,no,no,3,251,1,-1,0,0
CODDOC3291,49,married,primaria,no,1672,no,no,17,128,3,-1,0,0
CODDOC3293,28,single,terciario,no,356,no,no,2,76,2,-1,0,0
CODDOC3295,40,married,terciario,no,1217,si,si,18,155,1,-1,0,0
CODDOC3296,32,divorced,secundaria,no,202,si,no,4,429,1,201,1,0
CODDOC3299,27,single,terciario,no,808,si,no,15,578,1,364,1,0
CODDOC3300,38,single,terciario,no,427,si,no,6,17,3,169,2,0
CODDOC3301,53,married,terciario,no,431,si,no,11,74,1,-1,0,0
CODDOC3304,52,divorced,secundaria,no,238,si,no,6,101,1,362,5,0
CODDOC3306,40,single,secundaria,no,3,no,no,19,998,1,-1,0,1
CODDOC3307,52,married,secundaria,no,693,no,no,12,271,1,-1,0,0
CODDOC3310,28,single,secundaria,no,618,si,no,7,281,1,-1,0,0
CODDOC3311,29,single,terciario,no,2893,si,no,3,250,1,-1,0,0
CODDOC3314,36,married,primaria,no,179,no,no,9,411,1,-1,0,0
CODDOC3315,35,married,terciario,no,980,no,no,2,428,2,336,6,0
CODDOC3316,33,married,terciario,no,79,si,no,22,249,2,335,2,1
CODDOC3317,60,married,secundaria,no,3043,no,no,19,235,3,-1,0,0
CODDOC3318,25,single,terciario,no,808,no,no,18,267,2,114,2,1
CODDOC3319,69,married,secundaria,no,745,no,no,9,595,1,-1,0,0
CODDOC3320,41,married,secundaria,no,1309,no,no,20,28,4,-1,0,0
CODDOC3322,35,divorced,primaria,no,1792,si,no,31,630,6,-1,0,1
CODDOC3323,30,single,secundaria,no,178,si,no,20,747,5,-1,0,0
CODDOC3324,59,married,terciario,no,0,no,no,27,87,4,-1,0,0
CODDOC3325,32,single,terciario,no,537,no,no,29,187,3,-1,0,0
CODDOC3327,60,married,primaria,no,1472,no,no,20,36,4,-1,0,0
CODDOC3328,36,married,primaria,no,3953,si,no,19,277,1,-1,0,0
CODDOC3329,32,single,terciario,no,112,si,no,5,118,1,-1,0,0
CODDOC3330,34,divorced,terciario,no,13204,si,si,20,197,2,-1,0,0
CODDOC3331,58,married,secundaria,no,0,no,si,14,101,5,-1,0,0
CODDOC3333,31,married,terciario,no,22546,si,no,14,8,6,267,4,0
CODDOC3335,46,divorced,primaria,no,23,no,no,21,344,1,-1,0,0
CODDOC3339,34,married,secundaria,no,293,si,no,21,162,3,-1,0,0
CODDOC3340,34,divorced,secundaria,no,0,no,si,21,339,1,-1,0,0
CODDOC3341,49,married,primaria,no,199,no,no,13,113,2,-1,0,0
CODDOC3342,53,married,secundaria,no,459,no,no,5,558,1,-1,0,1
CODDOC3343,42,married,secundaria,no,8131,si,no,30,69,1,-1,0,0
CODDOC3347,55,married,secundaria,no,865,si,no,27,96,1,111,3,0
CODDOC3351,31,married,secundaria,no,389,si,no,7,69,1,185,2,0
CODDOC3352,49,married,secundaria,no,0,si,si,29,71,7,-1,0,0
CODDOC3353,54,married,terciario,no,384,si,no,12,30,7,-1,0,0
CODDOC3354,47,divorced,terciario,no,94,si,no,31,9,19,-1,0,0
CODDOC3355,61,married,secundaria,no,1471,no,no,12,331,2,-1,0,0
CODDOC3357,51,married,secundaria,no,500,si,no,20,26,6,-1,0,0
CODDOC3359,35,married,terciario,no,365,no,no,21,168,2,-1,0,0
CODDOC3362,53,married,primaria,no,6839,si,no,19,77,1,-1,0,0
CODDOC3363,21,single,secundaria,no,6,no,no,9,622,1,-1,0,0
CODDOC3365,40,divorced,secundaria,no,1876,no,si,20,269,1,-1,0,0
CODDOC3367,52,married,primaria,no,247,no,no,29,268,6,-1,0,0
CODDOC3368,27,married,secundaria,no,897,no,no,5,397,1,-1,0,1
CODDOC3370,51,divorced,secundaria,no,1291,si,no,3,51,2,-1,0,0
CODDOC3371,31,single,terciario,no,64,no,no,15,208,1,105,2,0
CODDOC3374,28,single,terciario,no,14,no,no,1,201,1,-1,0,0
CODDOC3376,50,married,desconocido,no,452,no,no,20,181,2,-1,0,0
CODDOC3378,45,married,desconocido,no,2033,no,no,30,123,1,186,4,0
CODDOC3380,56,divorced,desconocido,no,789,si,no,8,1022,1,360,2,0
CODDOC3384,37,married,secundaria,no,103,si,no,12,153,1,-1,0,0
CODDOC3386,38,single,terciario,no,0,no,no,11,260,3,95,3,1
CODDOC3388,52,single,terciario,no,1308,si,no,29,361,1,-1,0,0
CODDOC3389,49,married,secundaria,no,66,si,si,21,59,4,-1,0,0
CODDOC3391,42,married,primaria,si,66,si,si,6,139,1,-1,0,0
CODDOC3392,36,married,desconocido,no,70,si,no,8,219,4,-1,0,0
CODDOC3393,32,married,secundaria,no,180,si,no,15,45,2,-1,0,0
CODDOC3394,49,married,terciario,no,279,si,no,19,168,4,-1,0,0
CODDOC3396,40,married,secundaria,no,1416,si,no,14,210,2,-1,0,0
CODDOC3399,34,married,secundaria,no,550,no,si,9,601,1,-1,0,0
CODDOC3401,32,married,terciario,no,4908,no,si,13,491,2,-1,0,0
CODDOC3410,48,single,primaria,no,316,no,no,5,560,2,-1,0,0
CODDOC3412,57,married,terciario,no,0,no,no,19,188,4,-1,0,0
CODDOC3413,45,married,secundaria,no,72,si,si,15,262,2,352,2,0
CODDOC3414,33,single,terciario,no,61,no,no,19,836,3,-1,0,1
CODDOC3416,26,single,secundaria,si,-162,si,no,15,44,2,-1,0,0
CODDOC3417,30,single,terciario,no,47,no,si,31,11,17,-1,0,0
CODDOC3419,34,married,secundaria,no,326,si,si,15,150,2,-1,0,0
CODDOC3422,65,married,primaria,no,2179,si,no,4,112,7,-1,0,0
CODDOC3425,55,married,secundaria,si,-308,no,no,2,781,1,-1,0,1
CODDOC3429,29,married,terciario,no,1,no,no,18,167,3,-1,0,0
CODDOC3430,41,married,primaria,no,7735,si,no,20,220,1,190,1,0
CODDOC3433,26,married,secundaria,no,2770,si,no,8,141,1,-1,0,0
CODDOC3435,29,single,terciario,no,21,si,no,14,107,4,371,3,0
CODDOC3436,48,married,secundaria,no,178,si,no,17,320,4,-1,0,0
CODDOC3437,35,married,secundaria,no,444,si,no,15,244,3,-1,0,0
CODDOC3438,26,single,secundaria,no,209,si,no,22,319,2,-1,0,0
CODDOC3439,49,married,desconocido,no,3096,no,no,16,147,2,-1,0,0
CODDOC3441,32,married,secundaria,no,4885,si,si,18,400,2,-1,0,0
CODDOC3443,48,married,primaria,no,5462,no,no,6,29,4,-1,0,0
CODDOC3444,40,married,secundaria,no,6767,si,no,20,97,2,-1,0,0
CODDOC3446,48,married,secundaria,no,427,no,no,14,201,1,-1,0,0
CODDOC3448,53,married,terciario,no,146,no,no,30,150,1,-1,0,0
CODDOC3451,41,married,primaria,no,389,si,no,16,127,2,-1,0,0
CODDOC3453,31,married,secundaria,no,0,si,no,29,82,5,-1,0,0
CODDOC3454,30,single,secundaria,no,3107,si,no,3,1516,2,-1,0,0
CODDOC3455,59,divorced,secundaria,no,174,si,no,16,204,1,-1,0,0
CODDOC3457,35,married,secundaria,no,670,no,no,9,378,1,-1,0,0
CODDOC3459,71,married,secundaria,no,2850,no,no,17,185,1,-1,0,1
CODDOC3460,30,single,primaria,no,79,si,no,15,317,1,-1,0,0
CODDOC3462,34,single,secundaria,no,5039,no,no,20,205,6,-1,0,0
CODDOC3465,33,single,secundaria,no,238,si,si,5,45,5,-1,0,0
CODDOC3466,38,married,secundaria,no,5092,si,no,17,145,6,-1,0,0
CODDOC3467,41,divorced,secundaria,no,1088,si,no,28,138,1,-1,0,0
CODDOC3468,42,divorced,terciario,no,221,si,no,7,720,2,-1,0,0
CODDOC3469,38,divorced,secundaria,no,889,no,si,18,362,1,-1,0,0
CODDOC3470,48,married,primaria,no,750,si,no,18,90,6,-1,0,0
CODDOC3473,33,married,secundaria,no,1844,si,no,29,241,3,-1,0,0
CODDOC3474,40,married,terciario,no,89,si,si,9,148,6,-1,0,0
CODDOC3475,36,married,secundaria,no,4280,no,no,19,227,6,-1,0,0
CODDOC3477,33,married,secundaria,no,625,si,no,28,410,1,-1,0,0
CODDOC3478,55,married,desconocido,no,574,si,no,29,243,2,-1,0,0
CODDOC3480,25,single,terciario,no,468,si,no,15,147,1,-1,0,0
CODDOC3481,47,married,secundaria,no,440,si,no,12,91,1,-1,0,0
CODDOC3482,40,married,secundaria,no,0,si,no,19,332,1,183,1,0
CODDOC3483,59,married,secundaria,no,5706,si,no,25,471,2,-1,0,0
CODDOC3490,38,married,secundaria,no,526,si,si,23,553,2,-1,0,0
CODDOC3491,66,single,terciario,no,6483,no,no,13,275,1,-1,0,0
CODDOC3492,47,married,terciario,no,2306,no,no,6,239,4,-1,0,1
CODDOC3493,37,married,secundaria,no,954,si,no,2,402,9,-1,0,0
CODDOC3494,36,single,terciario,no,-679,si,si,7,172,1,93,1,0
CODDOC3495,50,married,primaria,no,-1,no,no,19,195,2,-1,0,0
CODDOC3498,42,married,secundaria,no,4209,si,no,5,57,6,-1,0,0
CODDOC3499,58,divorced,secundaria,no,462,no,no,13,495,1,93,1,1
CODDOC3500,28,single,terciario,no,0,si,no,21,479,1,-1,0,0
CODDOC3501,41,married,secundaria,no,0,no,no,29,141,2,-1,0,0
CODDOC3503,32,divorced,terciario,no,883,si,no,10,798,1,185,5,1
CODDOC3504,27,single,secundaria,no,266,no,si,7,232,1,-1,0,0
CODDOC3506,36,married,terciario,no,491,si,no,8,103,3,-1,0,0
CODDOC3508,36,married,secundaria,no,198,si,no,9,400,2,-1,0,0
CODDOC3509,52,married,secundaria,no,14363,no,no,5,132,1,-1,0,0
CODDOC3510,34,divorced,secundaria,no,0,si,si,18,374,16,-1,0,0
CODDOC3511,43,married,secundaria,no,136,no,no,25,363,7,-1,0,1
CODDOC3513,33,single,terciario,no,335,no,no,29,130,4,-1,0,0
CODDOC3514,51,married,desconocido,no,174,no,no,29,308,3,-1,0,0
CODDOC3518,25,married,terciario,no,914,si,no,12,185,2,-1,0,0
CODDOC3519,39,married,secundaria,no,31,si,no,20,61,2,181,4,0
CODDOC3524,31,married,secundaria,no,0,si,si,28,71,1,223,9,0
CODDOC3525,45,married,secundaria,no,0,no,si,8,47,7,-1,0,0
CODDOC3526,31,single,secundaria,no,68,si,no,16,570,2,-1,0,0
CODDOC3527,45,married,secundaria,no,-149,si,no,14,287,2,-1,0,0
CODDOC3528,33,divorced,secundaria,no,2411,si,no,23,130,1,161,1,1
CODDOC3530,43,single,terciario,no,2731,no,no,21,11,7,-1,0,0
CODDOC3533,42,married,secundaria,no,3620,si,no,27,22,16,-1,0,0
CODDOC3535,47,single,secundaria,no,1544,si,no,6,104,1,312,1,0
CODDOC3536,48,married,primaria,no,199,no,no,18,29,2,-1,0,0
CODDOC3537,60,married,desconocido,no,231,si,no,12,57,2,-1,0,0
CODDOC3538,27,divorced,secundaria,no,76,si,no,4,236,1,-1,0,0
CODDOC3542,37,married,terciario,no,310,no,no,1,76,1,-1,0,0
CODDOC3543,36,married,secundaria,no,1746,si,no,26,99,1,-1,0,0
CODDOC3545,52,married,primaria,no,-110,no,si,29,141,1,-1,0,0
CODDOC3546,55,married,secundaria,no,2749,si,si,29,58,2,-1,0,0
CODDOC3548,36,single,secundaria,no,35,si,no,3,435,3,-1,0,0
CODDOC3549,39,married,secundaria,no,-650,no,no,15,123,2,364,1,0
CODDOC3551,42,single,primaria,no,5774,si,no,15,54,2,-1,0,0
CODDOC3553,58,married,secundaria,no,35,no,no,29,336,7,-1,0,0
CODDOC3554,68,married,secundaria,no,19317,si,no,4,249,1,-1,0,1
CODDOC3558,57,married,terciario,no,1180,si,si,14,191,2,-1,0,0
CODDOC3559,61,divorced,terciario,no,6610,no,no,24,481,2,-1,0,1
CODDOC3560,36,single,secundaria,no,319,si,no,18,120,2,-1,0,0
CODDOC3561,31,married,secundaria,no,1545,si,si,13,207,1,-1,0,0
CODDOC3562,51,married,terciario,no,1315,no,no,5,303,2,-1,0,0
CODDOC3563,31,single,terciario,no,424,no,no,21,93,2,-1,0,0
CODDOC3566,38,married,secundaria,no,-762,si,si,30,408,2,-1,0,0
CODDOC3567,35,married,secundaria,no,181,si,no,31,5,3,-1,0,0
CODDOC3568,31,married,desconocido,no,-120,si,no,17,231,2,-1,0,0
CODDOC3570,50,married,terciario,no,78,si,no,14,218,3,161,9,0
CODDOC3572,26,married,secundaria,no,2469,no,no,16,136,8,-1,0,0
CODDOC3578,32,married,terciario,no,0,no,no,26,104,9,-1,0,0
CODDOC3579,53,married,secundaria,no,719,si,no,14,230,1,-1,0,0
CODDOC3582,47,married,terciario,no,4543,si,no,14,162,1,-1,0,0
CODDOC3583,36,married,terciario,no,0,si,no,27,145,2,-1,0,0
CODDOC3584,30,single,terciario,no,149,si,no,3,220,2,-1,0,0
CODDOC3585,46,married,secundaria,no,-1400,si,no,6,309,3,355,4,0
CODDOC3586,33,married,secundaria,no,-118,si,si,27,421,3,-1,0,0
CODDOC3588,38,married,terciario,no,3452,no,no,13,132,2,-1,0,0
CODDOC3589,27,single,secundaria,no,842,no,no,30,273,1,91,1,0
CODDOC3590,38,married,desconocido,no,3576,no,no,25,349,2,183,1,1
CODDOC3593,39,married,secundaria,no,0,si,no,20,793,2,-1,0,0
CODDOC3594,42,single,primaria,no,1628,si,no,5,119,1,195,8,0
CODDOC3596,30,single,secundaria,si,447,no,no,14,103,6,-1,0,0
CODDOC3601,50,married,secundaria,no,0,no,no,7,152,2,-1,0,0
CODDOC3603,36,married,secundaria,no,474,si,no,27,59,1,-1,0,0
CODDOC3605,36,married,terciario,no,0,no,no,22,147,2,-1,0,0
CODDOC3606,27,single,terciario,no,88,no,no,4,143,1,-1,0,0
CODDOC3607,29,married,secundaria,no,308,si,no,28,75,1,-1,0,0
CODDOC3608,70,married,secundaria,no,1164,no,no,14,338,3,185,2,0
CODDOC3609,44,married,terciario,no,13893,no,no,11,29,2,-1,0,0
CODDOC3613,50,divorced,terciario,no,356,no,no,8,198,2,358,5,0
CODDOC3614,49,married,secundaria,no,2718,no,no,19,114,2,-1,0,0
CODDOC3617,45,single,terciario,no,16,no,no,31,59,2,-1,0,0
CODDOC3619,45,married,secundaria,no,248,no,no,16,212,2,-1,0,0
CODDOC3621,60,divorced,secundaria,no,598,no,si,8,96,1,-1,0,0
CODDOC3622,35,married,terciario,no,949,si,no,27,245,2,-1,0,0
CODDOC3624,33,married,primaria,no,1209,si,no,16,700,1,-1,0,0
CODDOC3625,50,married,terciario,no,202,si,no,15,107,1,148,4,0
CODDOC3626,51,married,secundaria,no,1840,si,no,18,312,3,-1,0,0
CODDOC3627,34,married,secundaria,no,114,si,si,4,153,1,309,3,0
CODDOC3628,56,married,secundaria,no,-229,no,si,23,55,10,-1,0,0
CODDOC3629,29,married,secundaria,no,182,si,no,13,38,3,-1,0,0
CODDOC3633,35,single,desconocido,no,0,no,no,28,122,3,-1,0,0
CODDOC3636,32,married,terciario,no,553,si,no,22,72,1,-1,0,0
CODDOC3638,60,married,secundaria,no,78,si,no,12,113,3,-1,0,0
CODDOC3639,32,single,secundaria,no,-28,no,si,4,400,1,-1,0,0
CODDOC3641,34,married,primaria,no,428,si,no,18,59,2,-1,0,0
CODDOC3647,48,single,secundaria,no,312,si,si,3,369,2,-1,0,0
CODDOC3648,36,single,secundaria,no,0,no,no,13,333,5,-1,0,0
CODDOC3652,57,married,terciario,no,0,no,no,12,116,4,-1,0,0
CODDOC3654,29,divorced,secundaria,no,84,si,no,13,1101,2,-1,0,1
CODDOC3655,30,single,terciario,no,2,no,no,16,102,1,85,1,0
CODDOC3656,44,married,terciario,no,1242,si,no,6,384,6,-1,0,0
CODDOC3657,33,single,desconocido,no,5969,no,no,4,156,2,127,8,0
CODDOC3658,56,divorced,secundaria,no,3337,si,no,17,99,3,-1,0,0
CODDOC3660,52,married,secundaria,no,64,no,no,29,20,2,-1,0,0
CODDOC3661,32,single,secundaria,no,249,si,no,2,258,1,-1,0,0
CODDOC3662,36,single,secundaria,no,0,no,no,29,85,6,-1,0,0
CODDOC3665,34,married,secundaria,no,351,si,no,18,467,1,-1,0,0
CODDOC3669,27,single,secundaria,no,235,si,no,12,13,5,-1,0,0
CODDOC3672,37,married,secundaria,no,67,no,no,3,45,2,-1,0,0
CODDOC3673,45,married,secundaria,no,4022,si,no,29,244,3,-1,0,0
